user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
1_S1_contigs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio anguillarum	GCF_001989995.2	96.3484	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio anguillarum	98.29	0.894	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
20_S10_contigs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;s__	N/A	N/A	N/A	N/A	N/A	GCF_013248965.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;s__Psychrobacter okhotskensis	86.86	0.781	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_014652895.1, s__Psychrobacter glaciei, 95.0, 84.98, 0.776; GCF_904846225.1, s__Psychrobacter immobilis_F, 95.0, 82.82, 0.679; GCF_904846215.1, s__Psychrobacter glacincola_B, 95.0, 82.59, 0.653; GCF_003148585.1, s__Psychrobacter immobilis, 96.3742, 82.52, 0.697; GCA_904846265.1, s__Psychrobacter immobilis_A, 96.3849, 82.43, 0.681; GCF_904846185.1, s__Psychrobacter immobilis_B, 96.3523, 82.39, 0.696; GCF_000586475.1, s__Psychrobacter sp000586475, 96.2677, 82.37, 0.672; GCF_904846075.1, s__Psychrobacter glacincola_C, 96.4049, 82.36, 0.701; GCF_904846615.1, s__Psychrobacter sp000586455, 96.4083, 82.33, 0.699; GCF_001435295.1, s__Psychrobacter sp001435295, 96.4083, 82.26, 0.676; GCF_904846525.1, s__Psychrobacter sp904846525, 96.3008, 82.25, 0.701; GCA_001411745.2, s__Psychrobacter glacincola_A, 96.4049, 82.24, 0.672; GCF_014897815.1, s__Psychrobacter sp003530515, 96.2297, 82.23, 0.66; GCF_016107525.1, s__Psychrobacter aquimaris, 95.0, 82.22, 0.683; GCF_016107535.1, s__Psychrobacter cibarius, 96.3915, 82.17, 0.715; GCA_018448495.1, s__Psychrobacter sp018448495, 96.24, 82.11, 0.685; GCF_900168255.1, s__Psychrobacter sp900168255, 95.0, 81.94, 0.646; GCF_014861365.1, s__Psychrobacter sp014861365, 95.0, 81.91, 0.662; GCF_904846175.1, s__Psychrobacter immobilis_E, 95.0, 81.71, 0.649; GCF_904846345.1, s__Psychrobacter maritimus, 95.0, 81.59, 0.705; GCF_904846285.1, s__Psychrobacter immobilis_D, 95.0, 81.56, 0.652; GCF_008369115.1, s__Psychrobacter sp008369115, 95.0, 81.49, 0.659; GCF_014192115.1, s__Psychrobacter luti, 95.0, 81.46, 0.702; GCF_000013905.1, s__Psychrobacter cryohalolentis, 95.0, 81.3, 0.658; GCF_000012305.1, s__Psychrobacter arcticus, 95.0, 81.17, 0.652; GCF_002836715.1, s__Psychrobacter sp002836715, 95.0, 81.13, 0.592; GCF_016107545.1, s__Psychrobacter namhaensis, 95.0, 81.11, 0.664; GCF_003217155.1, s__Psychrobacter fozii, 95.0, 81.09, 0.598; GCF_904846715.1, s__Psychrobacter vallis, 95.0, 81.04, 0.639; GCF_009812035.1, s__Psychrobacter nivimaris_A, 95.0, 81.01, 0.586; GCF_001593285.1, s__Psychrobacter sp001593285, 95.0, 80.94, 0.573; GCF_015234355.1, s__Psychrobacter sp015234355, 95.0, 80.93, 0.587; GCA_002377905.1, s__Psychrobacter sp002377905, 95.0, 80.85, 0.678; GCF_016107575.1, s__Psychrobacter faecalis, 95.0, 80.84, 0.68; GCF_015864825.1, s__Psychrobacter sp015864825, 95.0, 80.83, 0.59; GCA_002453355.1, s__Psychrobacter sp002453355, 95.0, 80.82, 0.636; GCF_904846235.1, s__Psychrobacter immobilis_C, 95.0, 80.81, 0.603; GCF_013414195.1, s__Psychrobacter sp013414195, 95.0, 80.79, 0.582; GCF_000471625.1, s__Psychrobacter aquaticus, 95.0, 80.78, 0.625; GCF_904846415.1, s__Psychrobacter piscatorii_A, 95.0, 80.78, 0.552; GCF_002836505.1, s__Psychrobacter sp002836505, 95.0, 80.73, 0.595; GCA_002414005.1, s__Psychrobacter sp002414005, 95.0, 80.69, 0.696; GCF_003350005.1, s__Psychrobacter proteolyticus_A, 95.0, 80.67, 0.618; GCF_904846625.1, s__Psychrobacter sp000586415, 95.0, 80.64, 0.577; GCF_904846705.1, s__Psychrobacter sp904846705, 95.0, 80.62, 0.6; GCF_002836735.1, s__Psychrobacter sp002836735, 95.0, 80.62, 0.596; GCF_014770435.1, s__Psychrobacter sp014770435, 95.0, 80.6, 0.609; GCF_900101915.1, s__Psychrobacter pacificensis, 96.2282, 80.56, 0.594; GCF_001435845.1, s__Psychrobacter sp001435845, 95.0, 80.56, 0.587; GCA_000586435.1, s__Psychrobacter sp000586435, 95.0, 80.56, 0.596; GCF_904846645.1, s__Psychrobacter sp904846645, 95.0, 80.53, 0.607; GCF_001444505.1, s__Psychrobacter piscatorii, 96.2282, 80.51, 0.606; GCF_001606025.1, s__Psychrobacter alimentarius_A, 95.0, 80.43, 0.566; GCA_002377945.1, s__Psychrobacter sp002377945, 95.0, 80.4, 0.556; GCF_015277735.1, s__Psychrobacter sp015277735, 95.0, 80.37, 0.579; GCF_014861395.1, s__Psychrobacter sp014861395, 95.0, 80.3, 0.522; GCF_900163785.1, s__Psychrobacter alimentarius, 95.0, 80.15, 0.566; GCF_016107555.1, s__Psychrobacter celer, 95.0, 79.97, 0.577; GCF_001921745.1, s__Psychrobacter sp001921745, 95.0, 79.72, 0.506; GCF_904846155.1, s__Psychrobacter fulvigenes, 95.0, 79.57, 0.475; GCF_904846605.1, s__Psychrobacter sp904846605, 95.0, 79.45, 0.526; GCF_014119005.1, s__Psychrobacter sp014119005, 95.0, 79.36, 0.409; GCF_904846145.1, s__Psychrobacter immobilis_G, 95.0, 79.27, 0.396; GCF_904846675.1, s__Psychrobacter urativorans_B, 95.0, 79.25, 0.522; GCF_001298525.1, s__Psychrobacter urativorans_A, 95.0, 79.22, 0.447; GCF_007997305.1, s__Psychrobacter frigidicola, 95.0, 79.02, 0.458; GCF_017875835.1, s__Psychrobacter sp017875835, 95.0, 79.0, 0.469; GCF_904846685.1, s__Psychrobacter sp000511655, 95.0, 78.82, 0.373; GCF_017498085.1, s__Psychrobacter sp017498085, 95.0, 78.68, 0.42; GCF_904846695.1, s__Psychrobacter urativorans_C, 95.0, 78.67, 0.345; GCF_018919485.1, s__Psychrobacter sp018919485, 95.0, 78.59, 0.359; GCF_904846315.1, s__Psychrobacter jeotgali, 95.0, 78.41, 0.396; GCF_016464015.1, s__Psychrobacter sp016464015, 95.0, 78.3, 0.298; GCF_904846035.1, s__Psychrobacter aestuarii, 95.0, 77.98, 0.284; GCF_904848165.1, s__Psychrobacter arenosus, 95.0, 77.84, 0.194; GCF_904846495.1, s__Psychrobacter sanguinis, 95.0, 77.63, 0.15; GCF_012847335.1, s__Psychrobacter sp012847335, 95.0, 77.6, 0.249; GCF_900162815.1, s__Psychrobacter pasteurii, 95.0, 77.58, 0.16; GCF_904846055.1, s__Psychrobacter ciconiae_A, 95.0, 77.57, 0.252; GCF_900162825.1, s__Psychrobacter piechaudii, 95.0, 77.48, 0.173; GCF_002313155.2, s__Psychrobacter sp002313155, 95.0, 77.28, 0.149; GCF_000685805.1, s__Psychrobacter phenylpyruvicus, 95.0, 77.27, 0.134; GCA_002385225.1, s__Psychrobacter sp002385225, 95.0, 77.26, 0.154; GCF_004335015.1, s__Psychrobacter pygoscelis, 95.0, 77.19, 0.154; GCF_009725675.1, s__Psychrobacter sanguinis_A, 95.0, 77.11, 0.153; GCA_012270355.1, s__Psychrobacter sp012270355, 95.0, 77.02, 0.086; GCA_018260395.1, s__Psychrobacter sp018260395, 95.0, 76.93, 0.125; GCF_000382145.1, s__Psychrobacter lutiphocae, 95.0, 76.87, 0.126; GCA_018260445.1, s__Psychrobacter sp018260445, 95.0, 76.3, 0.105	99.23	11	0.99637	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
26_S2_contigs	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__	N/A	N/A	N/A	N/A	N/A	GCF_013294005.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium sp013294005	90.28	0.789	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_000425505.1, s__Flavobacterium frigidarium, 95.0, 83.08, 0.624; GCF_014305155.1, s__Flavobacterium sp014305155, 95.0, 82.8, 0.542; GCF_013294025.1, s__Flavobacterium sp013294025, 95.0, 82.3, 0.576; GCF_014305095.1, s__Flavobacterium kayseriense, 95.0, 81.04, 0.452; GCF_900107635.1, s__Flavobacterium gillisiae, 95.0, 80.83, 0.475; GCF_900111075.1, s__Flavobacterium frigoris, 95.0, 80.75, 0.472; GCF_900106645.1, s__Flavobacterium degerlachei, 95.0, 80.71, 0.463; GCF_000252125.1, s__Flavobacterium frigoris_A, 95.0, 80.55, 0.463; GCF_001831475.1, s__Flavobacterium crassostreae, 95.0, 80.4, 0.498; GCF_004349145.1, s__Flavobacterium hiemivividum, 95.0, 79.96, 0.443; GCF_003076455.1, s__Flavobacterium faecale, 95.0, 79.84, 0.331; GCF_900142695.1, s__Flavobacterium xanthum, 95.0, 79.63, 0.379; GCF_002836475.1, s__Flavobacterium sp002836475, 95.0, 79.61, 0.429; GCF_900129705.1, s__Flavobacterium granuli, 95.0, 79.57, 0.379; GCF_900110375.1, s__Flavobacterium sinopsychrotolerans, 95.0, 79.56, 0.396; GCF_004349315.1, s__Flavobacterium sp004349315, 95.0, 79.55, 0.371; GCF_003634755.1, s__Flavobacterium limicola, 95.0, 79.53, 0.427; GCF_900108015.1, s__Flavobacterium urumqiense, 95.0, 79.53, 0.415; GCF_003314435.2, s__Flavobacterium petrolei, 95.0, 79.51, 0.365; GCF_900143245.1, s__Flavobacterium fryxellicola, 95.0, 79.48, 0.365; GCF_007097265.1, s__Flavobacterium gawalongense, 95.0, 79.47, 0.353; GCF_003312425.1, s__Flavobacterium psychrolimnae, 95.0, 79.46, 0.394; GCF_004349195.1, s__Flavobacterium sp004349195, 95.0, 79.43, 0.365; GCF_004349135.1, s__Flavobacterium sandaracinum, 95.0, 79.38, 0.352; GCF_002754315.1, s__Flavobacterium sp002754315, 95.0, 79.38, 0.407; GCF_015752255.1, s__Flavobacterium sp015752255, 95.0, 79.36, 0.37; GCF_000812945.1, s__Flavobacterium sp000812945, 95.0, 79.36, 0.381; GCF_003688495.1, s__Flavobacterium weaverense, 95.0, 79.34, 0.379; GCF_004349085.1, s__Flavobacterium caseinilyticum, 95.0, 79.34, 0.341; GCF_900099915.1, s__Flavobacterium omnivorum, 95.0, 79.32, 0.356; GCF_014281985.1, s__Flavobacterium sp014281985, 95.0, 79.31, 0.41; GCF_003634825.1, s__Flavobacterium sp003634825, 95.0, 79.3, 0.431; GCA_017995345.1, s__Flavobacterium sp017995345, 95.0, 79.29, 0.434; GCA_002280815.1, s__Flavobacterium sp002280815, 95.0, 79.28, 0.322; GCF_000264055.1, s__Flavobacterium sp000264055, 95.0, 79.25, 0.375; GCF_000813005.1, s__Flavobacterium sp000813005, 95.0, 79.24, 0.314; GCF_900142775.1, s__Flavobacterium flevense, 95.0, 79.2, 0.311; GCF_009909155.2, s__Flavobacterium undicola, 95.0, 79.17, 0.328; GCF_900112975.1, s__Flavobacterium xueshanense, 95.0, 79.13, 0.373; GCF_004349355.1, s__Flavobacterium cellulosilyticum, 95.0, 79.02, 0.299; GCF_003968755.1, s__Flavobacterium sp003968755, 95.0, 79.01, 0.388; GCF_009764685.1, s__Flavobacterium sp009764685, 95.0, 78.95, 0.34; GCA_900107365.1, s__Flavobacterium aquidurense, 95.0, 78.94, 0.315; GCF_000737695.1, s__Flavobacterium hydatis, 95.0, 78.94, 0.327; GCF_001857965.1, s__Flavobacterium commune, 95.0, 78.92, 0.294; GCF_003097655.1, s__Flavobacterium laiguense, 95.0, 78.91, 0.307; GCF_900129585.1, s__Flavobacterium micromati, 95.0, 78.91, 0.345; GCF_001529295.1, s__Flavobacterium sp001529295, 95.0, 78.9, 0.292; GCF_900129575.1, s__Flavobacterium segetis, 95.0, 78.89, 0.344; GCF_004016525.1, s__Flavobacterium sufflavum, 95.0, 78.88, 0.308; GCF_011365745.1, s__Flavobacterium turcicum, 95.0, 78.88, 0.346; GCF_007830355.1, s__Flavobacterium tiangeerense, 95.0, 78.88, 0.363; GCF_002150205.1, s__Flavobacterium sp002150205, 95.0, 78.84, 0.37; GCF_015594725.1, s__Flavobacterium sp015594725, 95.0, 78.83, 0.313; GCF_004362015.1, s__Flavobacterium sp004362015, 95.0, 78.81, 0.286; GCF_003668995.1, s__Flavobacterium sp003668995, 95.0, 78.81, 0.341; GCF_000695795.1, s__Flavobacterium seoulense, 95.0, 78.81, 0.331; GCF_009789235.1, s__Flavobacterium sp009789235, 95.0, 78.81, 0.287; GCF_002001005.1, s__Flavobacterium sp002001005, 95.0, 78.77, 0.265; GCF_001027725.1, s__Flavobacterium sp001027725, 95.0, 78.75, 0.265; GCF_001975985.1, s__Flavobacterium sp001975985, 95.0, 78.74, 0.303; GCF_007097385.1, s__Flavobacterium sp007097385, 95.0, 78.73, 0.319; GCF_001686925.1, s__Flavobacterium piscis, 95.0, 78.73, 0.309; GCF_000832125.1, s__Flavobacterium hibernum, 95.0, 78.7, 0.319; GCF_007097245.1, s__Flavobacterium sp007097245, 95.0, 78.7, 0.258; GCF_000708595.2, s__Flavobacterium sp000708595, 95.0, 78.7, 0.308; GCF_001404985.1, s__Flavobacterium aquidurense_B, 95.0, 78.69, 0.305; GCF_004368785.1, s__Flavobacterium sp004368785, 95.0, 78.67, 0.289; GCF_001422725.1, s__Flavobacterium sp001422725, 95.0, 78.67, 0.318; GCF_002754195.1, s__Flavobacterium sp002754195, 95.0, 78.66, 0.327; GCF_018069925.1, s__Flavobacterium sp018069925, 95.0, 78.66, 0.346; GCF_003254745.1, s__Flavobacterium aquariorum, 95.0, 78.65, 0.276; GCA_900129595.1, s__Flavobacterium frigidimaris, 95.0, 78.65, 0.286; GCF_002222055.1, s__Flavobacterium araucananum, 95.0, 78.65, 0.297; GCF_013284035.1, s__Flavobacterium sp003096795, 95.0, 78.64, 0.279; GCF_014639535.1, s__Flavobacterium palustre, 95.0, 78.63, 0.285; GCF_000426145.1, s__Flavobacterium sp000426145, 95.0, 78.62, 0.31; GCF_004345565.1, s__Flavobacterium circumlabens, 95.0, 78.62, 0.258; GCF_900142715.1, s__Flavobacterium pectinovorum, 95.0, 78.61, 0.314; GCF_009707955.1, s__Flavobacterium sp009707955, 95.0, 78.58, 0.335; GCF_009711165.2, s__Flavobacterium sp009711165, 95.0, 78.56, 0.318; GCF_017948595.1, s__Flavobacterium sp017948595, 95.0, 78.56, 0.282; GCF_902804475.1, s__Flavobacterium bizetiae, 95.0, 78.56, 0.314; GCF_014844035.1, s__Flavobacterium sp014844035, 95.0, 78.54, 0.295; GCF_000282055.1, s__Flavobacterium sp000282055, 95.0, 78.53, 0.297; GCF_002217285.1, s__Flavobacterium hercynium, 95.0, 78.52, 0.294; GCF_001662485.1, s__Flavobacterium succinicans_A, 95.0, 78.52, 0.248; GCF_002797935.1, s__Flavobacterium sp002797935, 95.0, 78.52, 0.275; GCA_001507425.1, s__Flavobacterium sp001507425, 95.0, 78.51, 0.338; GCF_009664855.1, s__Flavobacterium sp009664855, 95.0, 78.51, 0.302; GCF_003688345.1, s__Flavobacterium sp003688345, 95.0, 78.51, 0.312; GCF_003996965.1, s__Flavobacterium cupreum, 95.0, 78.51, 0.248; GCF_009674775.1, s__Flavobacterium sp009674775, 95.0, 78.51, 0.25; GCF_001427905.1, s__Flavobacterium sp001427905, 95.0, 78.49, 0.305; GCF_003217415.1, s__Flavobacterium sp003217415, 95.0, 78.49, 0.33; GCF_004339525.1, s__Flavobacterium sp004339525, 95.0, 78.49, 0.319; GCF_011751075.1, s__Flavobacterium sp011751075, 95.0, 78.34, 0.261; GCF_000611675.1, s__Flavobacterium succinicans, 95.0, 78.31, 0.25; GCA_017988155.1, s__Flavobacterium sp017988155, 95.0, 78.26, 0.344	96.54	11	0.99723	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
2_S2_contigs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio anguillarum	GCF_001989995.2	96.3484	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio anguillarum	98.29	0.897	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
2_S8_contigs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Moritellaceae;g__Moritella;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Moritellaceae;g__Moritella;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_015082335.1, s__Moritella sp015082335, 95.0, 90.85, 0.85; GCF_008931805.1, s__Moritella marina, 95.0, 90.29, 0.864; GCF_000276805.1, s__Moritella dasanensis, 95.0, 88.21, 0.823; GCF_002836355.1, s__Moritella sp002836355, 95.0, 87.82, 0.83; GCF_000170855.1, s__Moritella sp000170855, 95.0, 84.05, 0.715; GCA_013215705.1, s__Moritella sp013215705, 95.0, 84.01, 0.699; GCF_018219155.1, s__Moritella sp018219155, 95.0, 83.95, 0.668; GCF_900465055.1, s__Moritella yayanosii, 95.0, 83.81, 0.643; GCF_001574435.1, s__Moritella sp001574435, 95.0, 83.75, 0.677; GCF_018219455.1, s__Moritella sp018219455, 95.0, 83.72, 0.699; GCA_000953735.1, s__Moritella viscosa, 95.0, 83.4, 0.66	98.39	11	0.99094	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
33_S3_contigs	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Halpernia;s__	N/A	N/A	N/A	N/A	N/A	GCF_900113805.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Halpernia;s__Halpernia frigidisoli	78.44	0.388	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Halpernia;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_900108025.1, s__Halpernia humi, 95.0, 79.18, 0.378; GCF_013294015.1, s__Halpernia sp013294015, 95.0, 78.39, 0.248	96.53	11	0.98688	N/A
35_S4_contigs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;s__Psychrobacter glaciei	GCF_014652895.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;s__Psychrobacter glaciei	96.83	0.917	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
38_S5_contigs	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium frigidarium	GCF_000425505.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium frigidarium	96.47	0.885	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
3_S3_contigs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio anguillarum	GCF_001989995.2	96.3484	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio anguillarum	98.31	0.892	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
4_S4_contigs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio anguillarum	GCF_001989995.2	96.3484	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio anguillarum	98.45	0.896	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
5_S5_contigs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio anguillarum	GCF_001989995.2	96.3484	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio anguillarum	98.37	0.897	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
6_S6_contigs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Aliivibrio;s__Aliivibrio salmonicida_A	GCF_000196495.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Aliivibrio;s__Aliivibrio salmonicida_A	99.98	0.998	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
8_S8_contigs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Aliivibrio;s__	N/A	N/A	N/A	N/A	N/A	GCF_900312675.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Aliivibrio;s__Aliivibrio sp900312675	92.84	0.834	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Aliivibrio;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_000953695.1, s__Aliivibrio wodanis, 95.0, 88.95, 0.706; GCF_008933155.1, s__Aliivibrio finisterrensis, 95.0, 87.48, 0.778; GCF_002954705.1, s__Aliivibrio sifiae_A, 95.0, 87.39, 0.724; GCF_002954715.1, s__Aliivibrio sifiae, 95.0, 87.35, 0.749; GCF_001690985.1, s__Aliivibrio sp001690985, 95.0, 86.91, 0.752; GCF_000196495.1, s__Aliivibrio salmonicida_A, 95.0, 84.19, 0.618; GCF_016464335.1, s__Aliivibrio fischeri, 95.1568, 83.35, 0.668; GCF_009727955.1, s__Aliivibrio fischeri_A, 95.1568, 83.15, 0.671; GCA_016764915.1, s__Aliivibrio sp016764915, 95.0, 78.09, 0.138	97.74	11	0.9956	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
9_S9_contigs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Moritellaceae;g__Moritella;s__Moritella viscosa	GCA_000953735.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Moritellaceae;g__Moritella;s__Moritella viscosa	99.49	0.925	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
A-2013-70-F524-1_S1_contigs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Aeromonas;s__Aeromonas salmonicida	GCF_001643305.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Aeromonas;s__Aeromonas salmonicida	99.65	0.955	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
A-2013-70-F524-2_S2_contigs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Aeromonas;s__Aeromonas salmonicida	GCF_001643305.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Aeromonas;s__Aeromonas salmonicida	99.66	0.953	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
A-2014-70-F537_S3_contigs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Aeromonas;s__Aeromonas salmonicida	GCF_001643305.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Aeromonas;s__Aeromonas salmonicida	99.64	0.96	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
A-H-1309-4-4_S6_contigs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Aliivibrio;s__Aliivibrio wodanis	GCA_000953695.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Aliivibrio;s__Aliivibrio wodanis	98.6	0.895	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
A-H-1309-5-2_S7_contigs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Aliivibrio;s__Aliivibrio wodanis	GCA_000953695.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Aliivibrio;s__Aliivibrio wodanis	98.84	0.911	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
